13.956347, 0.818263, 0.879274, 0.401769, 0.398064, 0.410037
13.971352, 0.842235, 0.880167, 0.410642, 0.405039, 0.400673
13.995570, 0.940417, 0.877656, 0.349971, 0.418020, 0.389262
14.028488, 0.723770, 0.852373, 0.387864, 0.414938, 0.404052
14.044231, 0.790120, 0.783126, 0.380312, 0.386257, 0.429286
13.977074, 0.766221, 0.815164, 0.431002, 0.385048, 0.404372
14.017301, 0.688356, 0.846761, 0.432111, 0.445931, 0.416881
13.994102, 0.725907, 0.843219, 0.402852, 0.439849, 0.403464
13.950607, 0.844635, 0.855538, 0.404580, 0.416727, 0.433441
14.011320, 0.800162, 0.891589, 0.418355, 0.406478, 0.424086
14.010551, 0.857013, 0.820126, 0.411774, 0.418734, 0.422431
13.951587, 0.871670, 0.907127, 0.407934, 0.414080, 0.401682
14.019992, 0.799471, 0.902393, 0.422792, 0.409226, 0.416805
14.095879, 0.832730, 0.873414, 0.405925, 0.408842, 0.405100
14.141948, 0.805916, 0.860549, 0.414014, 0.392965, 0.416479
14.225613, 0.869244, 0.782281, 0.351573, 0.392408, 0.437261
14.119292, 0.787659, 0.900294, 0.416000, 0.424359, 0.387408
14.082243, 0.898038, 0.864288, 0.409645, 0.414839, 0.433584
13.990596, 0.830538, 0.731230, 0.414684, 0.421317, 0.402625
14.063748, 0.657794, 0.752181, 0.406563, 0.404418, 0.416228
14.001645, 0.858995, 0.901597, 0.391837, 0.389247, 0.425946
14.127100, 0.780859, 0.767636, 0.398793, 0.399720, 0.434028
14.021550, 0.840164, 0.770759, 0.392405, 0.388930, 0.408717
14.021326, 0.819832, 0.868034, 0.362269, 0.385043, 0.357974
13.969600, 0.848612, 0.805534, 0.373269, 0.344112, 0.412694
14.047104, 0.849333, 0.898988, 0.392015, 0.413558, 0.420632
14.058561, 0.824961, 0.880055, 0.413621, 0.409240, 0.416949
14.075089, 0.816344, 0.911374, 0.417640, 0.412809, 0.365184
13.974462, 0.808110, 0.867922, 0.428110, 0.417806, 0.437387
14.026007, 0.781942, 0.830568, 0.406439, 0.411624, 0.409242
13.980373, 0.807913, 0.881363, 0.409650, 0.408183, 0.414185
14.078829, 0.724922, 0.823133, 0.410983, 0.401148, 0.421937
14.023715, 0.701199, 0.829026, 0.403793, 0.404567, 0.409000
14.063243, 0.817490, 0.872709, 0.406906, 0.399007, 0.355981
14.164427, 0.808952, 0.877616, 0.408211, 0.416285, 0.412602
14.145301, 0.789127, 0.917008, 0.422304, 0.390986, 0.412363
13.976639, 0.802486, 0.894353, 0.414678, 0.412697, 0.418307
13.953116, 0.801756, 0.707495, 0.422819, 0.416581, 0.410150
14.035155, 0.785794, 0.844146, 0.377992, 0.407596, 0.406058
14.078556, 0.781505, 0.720382, 0.351610, 0.383675, 0.440521
14.055013, 0.680992, 0.851023, 0.419332, 0.405855, 0.400841
14.150663, 0.885034, 0.854004, 0.410367, 0.407914, 0.404513
14.010499, 0.839866, 0.813432, 0.406136, 0.440349, 0.427148
13.977271, 0.714542, 0.865050, 0.425392, 0.407498, 0.414093
14.032614, 0.769780, 0.770434, 0.402764, 0.403174, 0.407971
14.000649, 0.663647, 0.709413, 0.407798, 0.418548, 0.404983
13.996749, 0.661102, 0.892476, 0.409258, 0.411039, 0.427780
13.953755, 0.815665, 0.863703, 0.358583, 0.334268, 0.348805
14.059444, 0.675520, 0.910807, 0.431903, 0.361545, 0.377783
13.994808, 0.831715, 0.830012, 0.404057, 0.411568, 0.433358
14.090486, 0.813042, 0.880343, 0.443534, 0.424142, 0.411748
14.179759, 0.826590, 0.827779, 0.406328, 0.389841, 0.419567
